show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,day_added,month_added,year_added,duration_minutes,duration_tvshows,content_age
80053475,Movie,Mojave,William Monahan,Garrett Hedlund,United States,2018-07-26,2015,R,93 min,Dramas,A lethal game of cat and mouse stretches from the desert to Tinseltown after Hollywood bad boy Thomas runs afoul of a cunning and dangerous drifter.,26,7,2018,93.0,0.0,10
80999986,Movie,Pahuyut Fighting Beat,Piti Jaturaphat,Nattanun Jantarawetch,Thailand,2018-07-26,2007,TV-14,82 min,Action & Adventure,"When profit-seekers threaten to take over a bar in a tourist town, local martial artists put their skills to the test and fight back.",26,7,2018,82.0,0.0,18
80022605,Movie,Remember,Atom Egoyan,Christopher Plummer,Canada,2018-07-26,2015,R,95 min,Action & Adventure,"Following the written instructions of his friend, senile Zev crosses the country to find and murder the Nazi who killed their families in Auschwitz.",26,7,2018,95.0,0.0,10
80029901,Movie,Slow West,John Maclean,Kodi Smit-McPhee,United Kingdom,2018-07-26,2015,R,84 min,Action & Adventure,"Determined to find the woman he loves, a Scottish teenager braves the Western frontier of 19th-century America, with bounty hunters hot on his trail.",26,7,2018,84.0,0.0,10
80037478,Movie,The End of the Tour,James Ponsoldt,Jason Segel,United States,2018-07-26,2015,R,106 min,Dramas,"""Rolling Stone"" reporter David Lipsky shadows famed writer David Foster Wallace in this fictionalized account of their revealing five-day encounter.",26,7,2018,106.0,0.0,10
80236236,TV Show,Another Life,No Director,Katee Sackhoff,United States,2019-07-25,2019,TV-MA,1 Season,TV Action & Adventure,"After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",25,7,2019,0.0,1.0,6
80007777,Movie,Bang Rajan 2,Tanit Jitnukul,Puri Hiranyapluek,Thailand,2018-07-25,2010,TV-MA,122 min,Action & Adventure,A small but fierce group of resistance fighters engages in a brutal battle to protect their village from an army of Burmese invaders.,25,7,2018,122.0,0.0,15
80999987,Movie,My True Friend,Atsajun Sattakovit,Mario Maurer,Thailand,2018-07-25,2012,TV-MA,108 min,Action & Adventure,A bullied student forms a bond with the leader of a youth gang and discovers the power and meaning of true friendship.,25,7,2018,108.0,0.0,13
81000015,Movie,Oh My Ghost,Poj Arnon,Kohtee Aramboy,Thailand,2018-07-25,2009,TV-14,94 min,Comedies,"A group of friends encounters a folk spirit in their apartment, and their harebrained attempts to banish the ghost soon backfire.",25,7,2018,94.0,0.0,16
80999982,Movie,Oh My Ghost 2,Poj Arnon,Kohtee Aramboy,Thailand,2018-07-25,2011,TV-MA,103 min,Comedies,"The spirited trio are back to take on a new ghost-busting adventure at a mens' residence, where spooky secrets lurk around every corner.",25,7,2018,103.0,0.0,14
80999984,Movie,Oh My Ghost 4,Poj Arnon,No Cast,No Country,2018-07-25,2015,TV-MA,106 min,Comedies,"Ghosts wreak havoc at the old school, and a student communicates with the spirit while the team reckons with a power struggle.",25,7,2018,106.0,0.0,10
81005453,Movie,Parmanu: The Story of Pokhran,Abhishek Sharma,John Abraham,India,2018-07-25,2018,TV-14,124 min,Dramas,"A dedicated government official puts his career in jeopardy by insisting that India become a nuclear power, a goal that powerful forces resist.",25,7,2018,124.0,0.0,7
80999989,Movie,The Holy Man,Note Chern-Yim,Pongsak Pongsuwan,Thailand,2018-07-25,2005,TV-14,92 min,Comedies,"Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic.",25,7,2018,92.0,0.0,20
70218312,Movie,Train of the Dead,Sukum Maetawanitch,Kett Thantup,Thailand,2018-07-25,2007,NR,88 min,Horror Movies,Five teenagers on the lam hide out in an empty train. Little do they realize that the train is inhabited by ghosts on their way to final judgment.,25,7,2018,88.0,0.0,18
81006594,Movie,Waterschool,Tiffanie Hsu,No Cast,United States,2018-07-25,2018,PG,68 min,Documentaries,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives.",25,7,2018,68.0,0.0,7
80185321,Movie,Joe Mande’s Award-Winning Comedy Special,Daniel Gray Longino,Joe Mande,United States,2017-07-25,2017,TV-MA,67 min,Stand-Up Comedy,"Stand-up comic Joe Mande aims for critical adulation with this special that covers dating shows, ""Shark Tank,"" Jewish summer camp and much more.",25,7,2017,67.0,0.0,8
70298116,Movie,Lizzie Borden Took an Ax,Nick Gomez,Christina Ricci,United States,2016-07-25,2014,TV-14,87 min,Thrillers,"This made-for-TV drama chronicles the scandal and enduring mystery surrounding Lizzie Borden, who was tried in 1892 for axing her parents to death.",25,7,2016,87.0,0.0,11
80117542,Movie,The Great Hack,Karim Amer,No Cast,United States,2019-07-24,2019,TV-MA,114 min,Documentaries,Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.,24,7,2019,114.0,0.0,6
80213658,Movie,Iliza Shlesinger: Elder Millennial,Steve Paley,Iliza Shlesinger,United States,2018-07-24,2018,TV-MA,72 min,Stand-Up Comedy,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come.",24,7,2018,72.0,0.0,7
80232989,Movie,The Warning,Daniel Calparsoro,Raúl Arévalo,Spain,2018-07-24,2018,TV-MA,93 min,International Movies,"After his friend is shot, Jon finds a mathematical pattern behind deaths that occurred at the same location and sets out to warn the next young victim.",24,7,2018,93.0,0.0,7
80014857,Movie,Tusk,Kevin Smith,Michael Parks,United States,2018-07-24,2014,R,102 min,Horror Movies,"When a wise-guy podcaster interviews a disabled seafarer, he decides to embark on a transformational quest to track down a dangerous walrus-monster.",24,7,2018,102.0,0.0,11
80147988,Movie,I Called Him Morgan,Kasper Collin,No Cast,Sweden,2017-07-24,2016,TV-14,91 min,Documentaries,"Decades after serving a prison sentence for killing jazz musician Lee Morgan, his common-law wife, Helen, reflects on their lives and his legacy.",24,7,2017,91.0,0.0,9
80145512,Movie,Victor,Brandon Dickerson,Patrick Davis,United States,2017-07-24,2015,PG-13,110 min,Dramas,"In 1962 Brooklyn, a Puerto Rican teen who joins a gang is seduced by violence and heroin. But can his mother's love and faith in God save him?",24,7,2017,110.0,0.0,10
81128790,TV Show,Eurovision Song Contest,No Director,Bar Refaeli,No Country,2019-07-23,2019,TV-PG,1 Season,International TV Shows,Singers from all over Europe represent their countries in an international showdown and vie for superstar glory.,23,7,2019,0.0,1.0,6
80225024,Movie,The Competition,Harvey Lowry,Thora Birch,United States,2019-07-23,2018,TV-14,103 min,Comedies,"After developing an ""infidelity formula"" said to repel cheating, a popular blogger crosses paths with a charming lawyer willing to put it to the test.",23,7,2019,103.0,0.0,7
80204616,Movie,The Devil and Father Amorth,William Friedkin,No Cast,Italy,2018-07-23,2017,TV-14,69 min,Documentaries,"In Rome, ""Exorcist"" director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town.",23,7,2018,69.0,0.0,8
70108777,Movie,Inglourious Basterds,Quentin Tarantino,Brad Pitt,Germany,2019-07-22,2009,R,153 min,Action & Adventure,"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off.",22,7,2019,153.0,0.0,16
80217743,TV Show,My Hotter Half,No Director,Melvin Odoom,United Kingdom,2019-07-22,2017,TV-14,1 Season,British TV Shows,"Couples compete to see who can take the sexiest selfie, with the loser getting a much-needed makeover.",22,7,2019,0.0,1.0,8
80233419,TV Show,Storage Wars: Northern Treasures,No Director,Ursula Stolf,United States,2019-07-22,2015,TV-MA,1 Season,International TV Shows,"In Canada, a colorful collection of treasure-seeking scavengers bid on the largely unknown contents of repossessed and abandoned storage units.",22,7,2019,0.0,1.0,10
70259259,Movie,Unfinished Song,Paul Andrew Williams,Terence Stamp,United Kingdom,2019-07-22,2012,PG-13,94 min,Comedies,"With his wife terminally ill, Arthur's future seems grim. But he learns to find joy in life again when he joins an unconventional church choir.",22,7,2019,94.0,0.0,13
80017021,Movie,A Most Violent Year,J.C. Chandor,Oscar Isaac,United Arab Emirates,2018-07-22,2014,R,125 min,Dramas,Abel Morales tries to avoid corruption's easy path as he pursues the American Dream amid an increasingly violent business war in 1981 New York City.,22,7,2018,125.0,0.0,11
70099615,Movie,Bolt,Byron Howard,John Travolta,United States,2018-07-22,2008,PG,99 min,Children & Family Movies,"This tale follows German shepherd Bolt, a canine actor who makes a cross-country trek when he's mistakenly shipped from Hollywood to New York City.",22,7,2018,99.0,0.0,17
70034607,Movie,Bewafaa,Dharmesh Darshan,Anil Kapoor,India,2019-07-21,2005,TV-PG,149 min,Dramas,"A young woman faces pressure to marry her brother-in-law, after her sister dies while giving birth. But she's secretly in love with someone else.",21,7,2019,149.0,0.0,20
70118801,Movie,Connected,Benny Chan,Louis Koo,China,2019-07-21,2008,TV-MA,111 min,Action & Adventure,"In this remake of ""Cellular,"" a debt collector becomes embroiled in intrigue after answering a random phone call from a stranger begging for help.",21,7,2019,111.0,0.0,17
80213654,Movie,D.L. Hughley: Contrarian,Jay Chapman,D.L. Hughley,United States,2019-07-21,2018,TV-MA,58 min,Stand-Up Comedy,"D.L. Hughley riffs on hot-button political issues, celebrity scandals, his mother's tough love and more in a rapid-fire stand-up show in Philadelphia.",21,7,2019,58.0,0.0,7
80158802,Movie,Demetri Martin: The Overthinker,Jay Karas,Demetri Martin,United States,2019-07-21,2018,TV-MA,56 min,Stand-Up Comedy,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more.",21,7,2019,56.0,0.0,7
70117354,Movie,The Beast Stalker,Dante Lam,Nicholas Tse,Hong Kong,2019-07-21,2008,TV-MA,110 min,Action & Adventure,"Feeling guilty after a high-speed chase leaves a girl dead, a determined sergeant pursues the crime boss who triggered the fatal car accident.",21,7,2019,110.0,0.0,17
81036524,Movie,The Midas Touch,Chi Keung Fung,Chapman To,Hong Kong,2019-07-21,2013,TV-14,98 min,Comedies,"A debt collector takes over the management of a group of starlets after their talent agent defaults on a loan, but soon finds he's in over his head.",21,7,2019,98.0,0.0,12
70025372,Movie,The Twins Effect II,Corey Yuen,Donnie Yen,Hong Kong,2019-07-21,2004,TV-14,106 min,Action & Adventure,An empress rules over a land where men are subservient to women. But a prophecy reveals that a boy will become king and restore the male regime.,21,7,2019,106.0,0.0,21
70123160,Movie,Twins Mission,To-hoi Kong,Sammo Kam-Bo Hung,Hong Kong,2019-07-21,2007,TV-14,102 min,Action & Adventure,"To retrieve a healing bead stolen from its guardian monks, a pair of bickering twin sisters face off against an entire gang of rival twins.",21,7,2019,102.0,0.0,18
70299270,Movie,Life After Beth,Jeff Baena,Aubrey Plaza,United States,2018-07-21,2014,R,89 min,Comedies,"Following the death of his beloved girlfriend, Beth, Zach is first shattered and then overjoyed when she inexplicably comes back to life.",21,7,2018,89.0,0.0,11
80017280,Movie,Revenge of the Green Dragons,Andrew Lau Wai-Keung,Ray Liotta,Hong Kong,2018-07-21,2014,R,95 min,Action & Adventure,"In gritty 1980s New York, two Chinese immigrant boys rise through the ranks of the infamous Green Dragons gang, where they're trained to kill.",21,7,2018,95.0,0.0,11
80155863,Movie,City of Tiny Lights,Pete Travis,Riz Ahmed,United Kingdom,2017-07-21,2016,TV-MA,110 min,Dramas,"In moody London, a burned-out sleuth sinks into a world of corruption and murderous romance when he tackles a mysterious case of a missing sex worker.",21,7,2017,110.0,0.0,9
80107087,Movie,Internet Famous,Michael Gallagher,Shane Dawson,United States,2016-07-21,2016,TV-14,87 min,Comedies,Five viral Internet celebrities travel to a competition that will award one of them their own television series in this ensemble comedy.,21,7,2016,87.0,0.0,9
81035840,Movie,May You Prosper,Hassan Hegazy,Ahmed Rizk,Egypt,2019-07-20,2017,TV-14,93 min,Comedies,"A man's inability to conquer his personal insecurities and distrust of other people leads to problems with his on-again, off-again wife and their son.",20,7,2019,93.0,0.0,8
81144516,TV Show,Sexy Central,No Director,Jeana Ho Pui-yu,No Country,2019-07-20,2019,TV-MA,1 Season,International TV Shows,"In the bustling center of Hong Kong, five young women reckon with betrayal, unrequited love and other matters of the heart.",20,7,2019,0.0,1.0,6
80184067,TV Show,Amazing Interiors,No Director,No Cast,United Kingdom,2018-07-20,2018,TV-PG,1 Season,British TV Shows,"Meet eccentric homeowners whose seemingly ordinary spaces are full of surprises, from a backyard roller coaster to an indoor aquarium.",20,7,2018,0.0,1.0,7
80189791,TV Show,Dark Tourist,No Director,No Cast,New Zealand,2018-07-20,2018,TV-MA,1 Season,Docuseries,"From a nuclear lake to a haunted forest, journalist David Farrier visits unusual – and often macabre – tourism spots around the world.",20,7,2018,0.0,1.0,7
80195962,Movie,Duck Duck Goose,Chris Jenkins,Jim Gaffigan,China,2018-07-20,2018,PG,92 min,Children & Family Movies,"As his flock's annual migration nears, a carefree goose is grounded with an injury and takes a pair of lost ducklings under his wing.",20,7,2018,92.0,0.0,7
80185070,Movie,Father of the Year,No Director,David Spade,United States,2018-07-20,2018,TV-14,95 min,Comedies,A drunken debate between two recent college grads about whose father would win in a fight leads to mayhem when their dads take the challenge seriously.,20,7,2018,95.0,0.0,7
80138672,TV Show,Jimmy: The True Story of a True Idiot,No Director,Akiyoshi Nakao,Japan,2018-07-20,2018,TV-MA,1 Season,International TV Shows,"In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.",20,7,2018,0.0,1.0,7
80186829,Movie,Nothing to Lose,Alexandre Avancini,Petrônio Gontijo,Brazil,2018-07-20,2018,PG,133 min,Dramas,This biographical drama traces the rise to fame of controversial Brazilian evangelical leader and business titan Edir Macedo.,20,7,2018,133.0,0.0,7
80013547,Movie,The Captive,Atom Egoyan,Ryan Reynolds,Canada,2018-07-20,2014,R,112 min,Dramas,"Eight years after their daughter's abduction tore them apart, her parents receive enigmatic clues from the kidnapper hinting that she's still alive.",20,7,2018,112.0,0.0,11
80115874,Movie,"Houston, We Have a Problem!",Ziga Virc,Slavoj Zizek,Slovenia,2017-07-20,2016,TV-14,84 min,Comedies,"Blending fact with myth, this conspiracy-minded docufiction argues that the U.S. purchased Yugoslavia's secret space program in the 1960s.",20,7,2017,84.0,0.0,9
80191000,TV Show,The Most Beautiful Hands of Delhi,No Director,Björn Kjellman,Sweden,2017-07-20,2017,TV-MA,1 Season,International TV Shows,"A stalled career, failed marriage and receding hairline drive a middle-aged Swedish man to try to revitalize his life by visiting India.",20,7,2017,0.0,1.0,8
70242629,TV Show,DreamWorks How to Train Your Dragon Legends,No Director,Jay Baruchel,United States,2012-07-20,2011,TV-PG,1 Season,Kids' TV,"In this set of shorts, Hiccup and the gang learn about different species of dragons. Then, Gobber goes in search of the Boneknapper Dragon.",20,7,2012,0.0,1.0,14
80242137,TV Show,Bangkok Love Stories: Objects of Affection,No Director,Apinya Sakuljaroensuk,Thailand,2019-07-02,2019,TV-14,1 Season,International TV Shows,A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.,2,7,2019,0.0,1.0,6
80241590,TV Show,Bangkok Love Stories: Plead,No Director,Chanon Santinatornkul,Thailand,2019-07-02,2019,TV-14,1 Season,International TV Shows,"In Bangkok's Chinatown, a spirited digital marketing expert falls for a blind fortune-teller, but their love is predestined to end in disaster.",2,7,2019,0.0,1.0,6
81072109,TV Show,Designated Survivor: 60 Days,No Director,Ji Jin-hee,South Korea,2019-07-02,2019,TV-14,1 Season,International TV Shows,"When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu-jin must find a way to lead Korea through the ensuing chaos.",2,7,2019,0.0,1.0,6
80244472,Movie,Dance Academy: The Comeback,Jeffrey Walker,Xenia Goodwin,Germany,2018-07-02,2017,TV-PG,100 min,Dramas,"In this adaptation of the TV series, Tara recovers from injury and pursues a career in the U.S., where she grapples with love and professional rejection.",2,7,2018,100.0,0.0,8
80190463,Movie,King of Peking,Sam Voutas,Zhao Jun,China,2018-07-02,2018,TV-PG,88 min,Comedies,"Strapped for cash, a traveling projectionist begins to run a DVD pirating business, putting him at odds with his young, skeptical son.",2,7,2018,88.0,0.0,7
80164164,Movie,Black Rose,Alexander Nevsky,Alexander Nevsky,Russia,2017-07-02,2014,TV-MA,83 min,Action & Adventure,"When a number of Russian women are brutally murdered in Los Angeles, the police call on a Moscow detective to help track down the serial killer.",2,7,2017,83.0,0.0,11
80997613,Movie,"¡Ay, mi madre!",Frank Ariza,Estefanía de los Santos,Spain,2019-07-19,2019,TV-MA,81 min,Comedies,"When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance.",19,7,2019,81.0,0.0,6
81092325,Movie,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,James Lawrence,United States,2019-07-19,2018,TV-14,77 min,Documentaries,"A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states.",19,7,2019,77.0,0.0,7
80186926,TV Show,​SAINT SEIYA: Knights of the Zodiac,No Director,Bryson Baugus,Japan,2019-07-19,2019,TV-14,1 Season,Anime Series,"Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",19,7,2019,0.0,1.0,6
80996338,TV Show,Typewriter,No Director,Aarna Sharma,India,2019-07-19,2019,TV-MA,1 Season,International TV Shows,"Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home’s buried past resurfaces in chilling ways.",19,7,2019,0.0,1.0,6
80230423,Movie,El club de los buenos infieles,No Director,Raúl Fernández,Spain,2018-07-19,2018,TV-MA,85 min,Comedies,Four childhood buddies in passionless marriages try a counterintuitive idea: a secret club for men who want to cheat – to regain lust for their wives.,19,7,2018,85.0,0.0,7
70053885,Movie,Katt Williams: Live,Alphonso J. Wesson,Katt Williams,United States,2018-07-19,2006,NR,85 min,Stand-Up Comedy,"Outspoken comedian Katt Williams pokes fun at a variety of topics, including sex, relationships, parenthood and trying to make it as an entertainer.",19,7,2018,85.0,0.0,19
70301275,Movie,Obvious Child,Gillian Robespierre,Jenny Slate,United States,2018-07-19,2014,R,84 min,Comedies,"After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant.",19,7,2018,84.0,0.0,11
80073823,Movie,Room,Lenny Abrahamson,Brie Larson,Ireland,2018-07-19,2015,R,118 min,Dramas,"Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape.",19,7,2018,118.0,0.0,10
70299859,Movie,Say When,Lynn Shelton,Keira Knightley,United States,2018-07-19,2014,R,99 min,Comedies,"Desperately clinging to her youth, 28-year-old Megan tells her boyfriend she's attending a career seminar but hangs out with a teenage friend instead.",19,7,2018,99.0,0.0,11
80027378,Movie,Son of a Gun,Julius Avery,Ewan McGregor,Australia,2018-07-19,2014,R,109 min,Action & Adventure,A young petty thief who received protection from a notorious inmate in jail is forced to spring his defender from prison and help pull off a heist.,19,7,2018,109.0,0.0,11
70266679,Movie,The Rover,David Michôd,Guy Pearce,Australia,2018-07-19,2014,R,103 min,International Movies,"Set in a chaotic future, this Outback saga follows loner Eric's brutal ordeal when a criminal gang takes his car and leaves him nowhere with nothing.",19,7,2018,103.0,0.0,11
1005494,Movie,The Stranger,Orson Welles,Edward G. Robinson,United States,2018-07-19,1946,TV-PG,94 min,Classic Movies,A Nazi fugitive hiding in Connecticut tries to keep his identity hidden from his naïve new wife while a dogged investigator pursues him relentlessly.,19,7,2018,94.0,0.0,79
81116487,TV Show,Rookie Historian Goo Hae-Ryung,No Director,Shin Sae-kyeong,South Korea,2019-07-18,2019,TV-14,1 Season,International TV Shows,Free spirit Goo Hae-ryung embarks on a new life as a scholar in the Joseon royal court after hearing about a government post for women historians.,18,7,2019,0.0,1.0,6
80998968,Movie,Secret Obsession,Peter Sullivan,Brenda Song,United States,2019-07-18,2019,TV-14,98 min,Thrillers,"When Jennifer wakes up with amnesia after a traumatic attack, her doting husband cares for her. But she soon realizes the danger is far from over.",18,7,2019,98.0,0.0,6
70272893,Movie,Short Term 12,Destin Daniel Cretton,Brie Larson,United States,2019-07-18,2013,R,97 min,Dramas,"A new charge at a foster care facility dredges up the memories of a young supervisor's own troubled past, and her tough exterior begins eroding.",18,7,2019,97.0,0.0,12
80233223,TV Show,Camarón Revolution,No Director,Camarón de la Isla,Spain,2018-07-18,2018,TV-14,1 Season,Docuseries,The extraordinary life and career of flamenco legend Camarón de la Isla is covered in this sweeping biography series.,18,7,2018,0.0,1.0,7
80232891,Movie,Camarón: The Film,Alexis Morante,Juan Diego,Spain,2018-07-18,2018,TV-14,105 min,Documentaries,"This documentary looks back on the life of legendary flamenco singer Camarón, who went from humble roots to rock star status to a tragic early death.",18,7,2018,105.0,0.0,7
80180376,Movie,GODZILLA City on the Edge of Battle,Kobun Shizuno,Mamoru Miyano,Japan,2018-07-18,2018,TV-14,101 min,Action & Adventure,"On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility.",18,7,2018,101.0,0.0,7
80183329,Movie,Aditi Mittal: Things They Wouldn't Let Me Say,Fazila Allana,Aditi Mittal,India,2017-07-18,2017,TV-MA,63 min,Stand-Up Comedy,"Trailblazing comic Aditi Mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of Indian movie ratings.",18,7,2017,63.0,0.0,8
80192842,TV Show,Ari Shaffir: Double Negative,Eric Abrams,Ari Shaffir,United States,2017-07-18,2017,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.",18,7,2017,0.0,1.0,8
80154884,Movie,Theater of Life,Peter Svatek,Massimo Bottura,Canada,2017-07-18,2016,TV-PG,94 min,Documentaries,This documentary follows chef Massimo Bottura as he opens a soup kitchen to cook gourmet meals for the needy from food waste at the 2015 Milan Expo.,18,7,2017,94.0,0.0,9
81113926,Movie,Mauli,Aditya Sarpotdar,Riteish Deshmukh,India,2019-07-17,2018,TV-14,136 min,Action & Adventure,An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.,17,7,2019,136.0,0.0,7
80993627,TV Show,Unrequited Love,No Director,Zhu Yanmanzi,China,2019-07-17,2019,TV-14,1 Season,International TV Shows,"A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate.",17,7,2019,0.0,1.0,6
80217130,Movie,Mary and the Witch's Flower,Hiromasa Yonebayashi,Ruby Barnhill,Japan,2018-07-17,2018,PG,103 min,Anime Features,"Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan.",17,7,2018,103.0,0.0,7
80167460,Movie,Uncertain Glory,Agustí Villaronga,Marcel Borràs,Spain,2017-07-17,2017,TV-MA,116 min,Dramas,"When Lluís, a disinterested Spanish soldier, meets Carlana, he falls quickly in love, but soon discovers that Carlana's true passion is power.",17,7,2017,116.0,0.0,8
80028208,Movie,Tig,Kristina Goolsby,Tig Notaro,United States,2015-07-17,2015,TV-14,92 min,Documentaries,Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.,17,7,2015,92.0,0.0,10
81155782,Movie,Bogda,Nisheeta Keni,Suhas Joshi,India,2019-07-16,2018,TV-PG,161 min,Dramas,An aspiring dancer accompanies her terminally ill mother on one last road trip that alternately strains and strengthens their knotty relationship.,16,7,2019,161.0,0.0,7
81003981,Movie,"Frankenstein’s Monster’s Monster, Frankenstein",Daniel Gray Longino,David Harbour,United States,2019-07-16,2019,TV-14,32 min,Comedies,"When actor David Harbour finds lost footage of his father's disastrous televised stage play of a literary classic, he uncovers shocking family secrets.",16,7,2019,32.0,0.0,6
81151313,Movie,Jack of all Trades,Harvey Glazer,No Cast,Canada,2019-07-16,2018,TV-MA,86 min,Documentaries,"Once upon a time, baseball cards were as much an American pastime as the sport. But then scandal rocked the multi-million-dollar industry for good.",16,7,2019,86.0,0.0,7
70042688,Movie,The Break-Up,Peyton Reed,Vince Vaughn,United States,2019-07-16,2006,PG-13,107 min,Comedies,Cohabitating couple Gary and Brooke's petty spats turn into an all-out battle for their home condo.,16,7,2019,107.0,0.0,19
70109429,Movie,The Princess and the Frog,Ron Clements,Anika Noni Rose,United States,2019-07-16,2009,G,98 min,Children & Family Movies,"In New Orleans during the Jazz Age, a beautiful girl named Tiana has a fateful encounter with frog prince who desperately wants to be human again.",16,7,2019,98.0,0.0,16
81011993,Movie,We Belong Together,Chris Stokes,Charles Malik Whitfield,United States,2019-07-16,2018,TV-14,83 min,Thrillers,A divorced professor shares a night of passion with a troubled student who quickly develops an unhealthy – perhaps deadly – infatuation.,16,7,2019,83.0,0.0,7
70201870,TV Show,Angel Beats!,No Director,Hiroshi Kamiya,Japan,2019-07-15,2010,TV-14,1 Season,Anime Series,"In a high school that's a way station to the afterlife, a teenager gets caught up in the battle for the rights of those in this purgatorial world.",15,7,2019,0.0,1.0,15
80075178,TV Show,Anohana: The Flower We Saw That Day,No Director,Miyu Irino,Japan,2019-07-15,2011,TV-PG,1 Season,Anime Series,A teen haunted by the spirit of an old friend summons the other members of their childhood club to help fulfill the girl's final wish.,15,7,2019,0.0,1.0,14
80145805,TV Show,God Eater,No Director,Ryuichi Kijima,Japan,2019-07-15,2015,TV-MA,1 Season,Anime Series,An enemy immune to conventional arms has caused the collapse of civilization and humanity's only hope lies in a new living weapon: the God Arc.,15,7,2019,0.0,1.0,10
80214010,TV Show,GRANBLUE FANTASY the Animation,No Director,Yuki Ono,Japan,2019-07-15,2017,TV-14,1 Season,Anime Series,"In a world where islands float in the sky, Gran encounters a mysterious girl wanted by the Erste Empire for her ability to summon Primal Beasts.",15,7,2019,0.0,1.0,8
81154166,TV Show,Grizzy et les Lemmings,No Director,Pierre-Alain de Garrigues,France,2019-07-15,2017,TV-Y7,1 Season,Kids' TV,"Strong, whip-smart Grizzy rules a Canadian forest, where he has his paws full with a family of frolicsome lemmings.",15,7,2019,0.0,1.0,8
81153373,Movie,Love Shot,Steven Fine,Dakota Loesch,United States,2019-07-15,2018,TV-MA,77 min,Dramas,A charming hitman questions his profession after learning his next target is the karaoke singer he’s falling in love with.,15,7,2019,77.0,0.0,7
70262783,Movie,A Glimpse Inside the Mind of Charles Swan III,Roman Coppola,Charlie Sheen,United States,2018-07-15,2012,R,86 min,Comedies,"When his girlfriend walks out and leaves him a wreck, a graphic designer – who seemed to have it all – sets out to discover where he went wrong.",15,7,2018,86.0,0.0,13
70293661,Movie,Enemy,Denis Villeneuve,Jake Gyllenhaal,Canada,2018-07-15,2013,R,91 min,Independent Movies,"When a humdrum academic spots his double in a movie, he launches a search that leads him to a small-time actor who looks exactly like him.",15,7,2018,91.0,0.0,12
70266171,Movie,Esperando La Carroza,Alejandro Doria,Luis Brandoni,Argentina,2018-07-15,1985,NR,95 min,Comedies,Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?,15,7,2018,95.0,0.0,40
80095718,Movie,Froning: The Fittest Man in History,Heber Cannon,Rich Froning,United States,2018-07-15,2016,PG,99 min,Documentaries,Follow the grueling training regimen of Rich Froning Jr. as he sets his sights on winning an unprecedented fourth CrossFit Games title.,15,7,2018,99.0,0.0,9
70257413,Movie,Ginger & Rosa,Sally Potter,Elle Fanning,United Kingdom,2018-07-15,2012,PG-13,90 min,Dramas,"With the Cold War looming over them, teen best pals Ginger and Rosa share everything in early 1960s London – until betrayal drives them apart.",15,7,2018,90.0,0.0,13
80988262,Movie,Going for Gold,Clay Glen,Kelli Berglund,Australia,2018-07-15,2018,TV-G,88 min,Children & Family Movies,"After moving to Australia, an American teen convinces her new friends to form a cheer squad and take on their biggest rivals in competition.",15,7,2018,88.0,0.0,7
